SN,Total Feedback Given,Total Configured,Questions,Weightage 1,Weightage 2,Weightage 3,Weightage 4,Weightage 5,Average/ Percentage,Course Name ,Basic Course
16,3,14,"The institute/ teachers use student-centric methods, such as experiential learning, participative learning and problem-solving methodologies for enhancing learning experiences.",0,0,1,2,0,3.67 / 73.33,MSC DATA SCIENCE - 3,MSC DATA SCIENCE
17,3,14,Teachers encourage you to participate in extracurricular activities.,0,0,1,2,0,3.67 / 73.33,MSC DATA SCIENCE - 3,MSC DATA SCIENCE
18,3,14,"Efforts are made by the institute/ teachers to inculcate soft skills, life skills and employability skills to make you ready for the world of work.",0,1,1,1,0,3.00 / 60.00,MSC DATA SCIENCE - 3,MSC DATA SCIENCE
19,3,14,"What percentage of teachers use ICT tools such as LCD projectors, Multimedia, etc. while teaching?",0,0,0,2,1,4.33 / 86.67,MSC DATA SCIENCE - 3,MSC DATA SCIENCE
20,3,14,The overall quality of the teaching-learning process in your institute is very good.,0,0,2,1,0,3.33 / 66.67,MSC DATA SCIENCE - 3,MSC DATA SCIENCE
1,6,20,How much of the syllabus was covered in the class?,0,0,1,0,5,4.67 / 93.33,MSC INFORMATION TECHNOLOGY - 3,MSC INFORMATION TECHNOLOGY
2,6,20,How well did the teachers prepare for the classes?,0,0,0,3,3,4.50 / 90.00,MSC INFORMATION TECHNOLOGY - 3,MSC INFORMATION TECHNOLOGY
3,6,20,How well were the teachers able to communicate?,0,1,1,0,4,4.17 / 83.33,MSC INFORMATION TECHNOLOGY - 3,MSC INFORMATION TECHNOLOGY
4,6,20,The teacher’s approach to teaching can best be described as,0,0,2,1,3,4.17 / 83.33,MSC INFORMATION TECHNOLOGY - 3,MSC INFORMATION TECHNOLOGY
5,6,20,Fairness of the internal evaluation process by the teachers.,0,0,1,1,4,4.50 / 90.00,MSC INFORMATION TECHNOLOGY - 3,MSC INFORMATION TECHNOLOGY
6,6,20,Was your performance in assignments discussed with you?,0,1,0,3,2,4.00 / 80.00,MSC INFORMATION TECHNOLOGY - 3,MSC INFORMATION TECHNOLOGY
7,6,20,"The institute takes an active interest in promoting internships, student exchange, field visit opportunities for students.",1,0,2,1,2,3.50 / 70.00,MSC INFORMATION TECHNOLOGY - 3,MSC INFORMATION TECHNOLOGY
8,6,20,"The teaching and mentoring process in your institution facilitates you in cognitive, social and
emotional growth.",2,1,0,1,2,3.00 / 60.00,MSC INFORMATION TECHNOLOGY - 3,MSC INFORMATION TECHNOLOGY
9,6,20,The institution provides multiple opportunities to learn and grow.,0,0,1,3,2,4.17 / 83.33,MSC INFORMATION TECHNOLOGY - 3,MSC INFORMATION TECHNOLOGY
10,6,20,"Teachers inform you about your expected competencies, course outcomes and program
outcomes.",0,0,0,3,3,4.50 / 90.00,MSC INFORMATION TECHNOLOGY - 3,MSC INFORMATION TECHNOLOGY
11,6,20,Your mentor does a necessary follow-up with an assigned task to you.,1,0,1,3,1,3.50 / 70.00,MSC INFORMATION TECHNOLOGY - 3,MSC INFORMATION TECHNOLOGY
12,6,20,The teachers illustrate the concepts through examples and applications.,0,0,0,3,3,4.50 / 90.00,MSC INFORMATION TECHNOLOGY - 3,MSC INFORMATION TECHNOLOGY
13,6,20,The teachers identify your strengths and encourage you to provide the proper level of challenges.,0,0,0,2,4,4.67 / 93.33,MSC INFORMATION TECHNOLOGY - 3,MSC INFORMATION TECHNOLOGY
14,6,20,Teachers are able to identify your weaknesses and help you to overcome them.,0,0,2,1,3,4.17 / 83.33,MSC INFORMATION TECHNOLOGY - 3,MSC INFORMATION TECHNOLOGY
15,6,20,"The institution makes effort to engage students in the monitoring, review and continuous quality improvement of the teaching-learning process.",0,0,0,4,2,4.33 / 86.67,MSC INFORMATION TECHNOLOGY - 3,MSC INFORMATION TECHNOLOGY
16,6,20,"The institute/ teachers use student-centric methods, such as experiential learning, participative learning and problem-solving methodologies for enhancing learning experiences.",0,0,1,3,2,4.17 / 83.33,MSC INFORMATION TECHNOLOGY - 3,MSC INFORMATION TECHNOLOGY
17,6,20,Teachers encourage you to participate in extracurricular activities.,0,0,0,4,2,4.33 / 86.67,MSC INFORMATION TECHNOLOGY - 3,MSC INFORMATION TECHNOLOGY
18,6,20,"Efforts are made by the institute/ teachers to inculcate soft skills, life skills and employability skills to make you ready for the world of work.",0,0,1,1,4,4.50 / 90.00,MSC INFORMATION TECHNOLOGY - 3,MSC INFORMATION TECHNOLOGY
19,6,20,"What percentage of teachers use ICT tools such as LCD projectors, Multimedia, etc. while teaching?",0,0,0,3,3,4.50 / 90.00,MSC INFORMATION TECHNOLOGY - 3,MSC INFORMATION TECHNOLOGY
20,6,20,The overall quality of the teaching-learning process in your institute is very good.,0,0,1,2,3,4.33 / 86.67,MSC INFORMATION TECHNOLOGY - 3,MSC INFORMATION TECHNOLOGY
1,14,24,How much of the syllabus was covered in the class?,1,3,4,3,3,3.29 / 65.71,MSC MICROBIOLOGY - 3,MSC MICROBIOLOGY
2,14,24,How well did the teachers prepare for the classes?,0,2,3,6,3,3.71 / 74.29,MSC MICROBIOLOGY - 3,MSC MICROBIOLOGY
3,14,24,How well were the teachers able to communicate?,0,1,2,7,4,4.00 / 80.00,MSC MICROBIOLOGY - 3,MSC MICROBIOLOGY
4,14,24,The teacher’s approach to teaching can best be described as,0,3,4,4,3,3.50 / 70.00,MSC MICROBIOLOGY - 3,MSC MICROBIOLOGY
5,14,24,Fairness of the internal evaluation process by the teachers.,0,0,3,6,5,4.14 / 82.86,MSC MICROBIOLOGY - 3,MSC MICROBIOLOGY
6,14,24,Was your performance in assignments discussed with you?,1,0,5,5,3,3.64 / 72.86,MSC MICROBIOLOGY - 3,MSC MICROBIOLOGY
7,14,24,"The institute takes an active interest in promoting internships, student exchange, field visit opportunities for students.",0,2,4,4,4,3.71 / 74.29,MSC MICROBIOLOGY - 3,MSC MICROBIOLOGY
8,14,24,"The teaching and mentoring process in your institution facilitates you in cognitive, social and
emotional growth.",0,1,7,5,1,3.43 / 68.57,MSC MICROBIOLOGY - 3,MSC MICROBIOLOGY
9,14,24,The institution provides multiple opportunities to learn and grow.,0,1,8,2,3,3.50 / 70.00,MSC MICROBIOLOGY - 3,MSC MICROBIOLOGY
10,14,24,"Teachers inform you about your expected competencies, course outcomes and program
outcomes.",0,3,4,3,4,3.57 / 71.43,MSC MICROBIOLOGY - 3,MSC MICROBIOLOGY
11,14,24,Your mentor does a necessary follow-up with an assigned task to you.,0,0,4,5,5,4.07 / 81.43,MSC MICROBIOLOGY - 3,MSC MICROBIOLOGY
12,14,24,The teachers illustrate the concepts through examples and applications.,1,1,3,4,5,3.79 / 75.71,MSC MICROBIOLOGY - 3,MSC MICROBIOLOGY
13,14,24,The teachers identify your strengths and encourage you to provide the proper level of challenges.,0,2,5,3,4,3.64 / 72.86,MSC MICROBIOLOGY - 3,MSC MICROBIOLOGY
14,14,24,Teachers are able to identify your weaknesses and help you to overcome them.,0,1,5,4,4,3.79 / 75.71,MSC MICROBIOLOGY - 3,MSC MICROBIOLOGY
15,14,24,"The institution makes effort to engage students in the monitoring, review and continuous quality improvement of the teaching-learning process.",0,0,7,4,3,3.71 / 74.29,MSC MICROBIOLOGY - 3,MSC MICROBIOLOGY
16,14,24,"The institute/ teachers use student-centric methods, such as experiential learning, participative learning and problem-solving methodologies for enhancing learning experiences.",0,1,4,5,4,3.86 / 77.14,MSC MICROBIOLOGY - 3,MSC MICROBIOLOGY
17,14,24,Teachers encourage you to participate in extracurricular activities.,0,1,7,3,3,3.57 / 71.43,MSC MICROBIOLOGY - 3,MSC MICROBIOLOGY
18,14,24,"Efforts are made by the institute/ teachers to inculcate soft skills, life skills and employability skills to make you ready for the world of work.",0,2,3,5,4,3.79 / 75.71,MSC MICROBIOLOGY - 3,MSC MICROBIOLOGY
19,14,24,"What percentage of teachers use ICT tools such as LCD projectors, Multimedia, etc. while teaching?",1,0,6,5,2,3.50 / 70.00,MSC MICROBIOLOGY - 3,MSC MICROBIOLOGY
20,14,24,The overall quality of the teaching-learning process in your institute is very good.,0,1,7,2,4,3.64 / 72.86,MSC MICROBIOLOGY - 3,MSC MICROBIOLOGY
1,17,22,How much of the syllabus was covered in the class?,1,1,1,6,8,4.12 / 82.35,MSC ORGANIC CHEMISTRY - 3,MSC ORGANIC CHEMISTRY
2,17,22,How well did the teachers prepare for the classes?,0,1,1,9,6,4.18 / 83.53,MSC ORGANIC CHEMISTRY - 3,MSC ORGANIC CHEMISTRY
3,17,22,How well were the teachers able to communicate?,0,0,4,8,5,4.06 / 81.18,MSC ORGANIC CHEMISTRY - 3,MSC ORGANIC CHEMISTRY
4,17,22,The teacher’s approach to teaching can best be described as,1,0,3,9,4,3.88 / 77.65,MSC ORGANIC CHEMISTRY - 3,MSC ORGANIC CHEMISTRY
5,17,22,Fairness of the internal evaluation process by the teachers.,0,0,1,8,8,4.41 / 88.24,MSC ORGANIC CHEMISTRY - 3,MSC ORGANIC CHEMISTRY
6,17,22,Was your performance in assignments discussed with you?,2,1,3,4,7,3.76 / 75.29,MSC ORGANIC CHEMISTRY - 3,MSC ORGANIC CHEMISTRY
7,17,22,"The institute takes an active interest in promoting internships, student exchange, field visit opportunities for students.",1,0,2,10,4,3.94 / 78.82,MSC ORGANIC CHEMISTRY - 3,MSC ORGANIC CHEMISTRY
8,17,22,"The teaching and mentoring process in your institution facilitates you in cognitive, social and
emotional growth.",1,2,1,7,6,3.88 / 77.65,MSC ORGANIC CHEMISTRY - 3,MSC ORGANIC CHEMISTRY
9,17,22,The institution provides multiple opportunities to learn and grow.,1,0,3,7,6,4.00 / 80.00,MSC ORGANIC CHEMISTRY - 3,MSC ORGANIC CHEMISTRY
10,17,22,"Teachers inform you about your expected competencies, course outcomes and program
outcomes.",0,0,1,8,8,4.41 / 88.24,MSC ORGANIC CHEMISTRY - 3,MSC ORGANIC CHEMISTRY
11,17,22,Your mentor does a necessary follow-up with an assigned task to you.,1,2,3,5,6,3.76 / 75.29,MSC ORGANIC CHEMISTRY - 3,MSC ORGANIC CHEMISTRY
12,17,22,The teachers illustrate the concepts through examples and applications.,1,0,1,7,8,4.24 / 84.71,MSC ORGANIC CHEMISTRY - 3,MSC ORGANIC CHEMISTRY
13,17,22,The teachers identify your strengths and encourage you to provide the proper level of challenges.,2,1,1,6,7,3.88 / 77.65,MSC ORGANIC CHEMISTRY - 3,MSC ORGANIC CHEMISTRY
14,17,22,Teachers are able to identify your weaknesses and help you to overcome them.,1,2,3,5,6,3.76 / 75.29,MSC ORGANIC CHEMISTRY - 3,MSC ORGANIC CHEMISTRY
15,17,22,"The institution makes effort to engage students in the monitoring, review and continuous quality improvement of the teaching-learning process.",0,2,2,8,5,3.94 / 78.82,MSC ORGANIC CHEMISTRY - 3,MSC ORGANIC CHEMISTRY
16,17,22,"The institute/ teachers use student-centric methods, such as experiential learning, participative learning and problem-solving methodologies for enhancing learning experiences.",1,0,3,8,5,3.94 / 78.82,MSC ORGANIC CHEMISTRY - 3,MSC ORGANIC CHEMISTRY
17,17,22,Teachers encourage you to participate in extracurricular activities.,0,1,4,7,5,3.94 / 78.82,MSC ORGANIC CHEMISTRY - 3,MSC ORGANIC CHEMISTRY
18,17,22,"Efforts are made by the institute/ teachers to inculcate soft skills, life skills and employability skills to make you ready for the world of work.",0,1,3,8,5,4.00 / 80.00,MSC ORGANIC CHEMISTRY - 3,MSC ORGANIC CHEMISTRY
19,17,22,"What percentage of teachers use ICT tools such as LCD projectors, Multimedia, etc. while teaching?",1,3,4,7,2,3.35 / 67.06,MSC ORGANIC CHEMISTRY - 3,MSC ORGANIC CHEMISTRY
20,17,22,The overall quality of the teaching-learning process in your institute is very good.,0,0,4,9,4,4.00 / 80.00,MSC ORGANIC CHEMISTRY - 3,MSC ORGANIC CHEMISTRY
1,2,18,How much of the syllabus was covered in the class?,0,1,0,1,0,3.00 / 60.00,MSC PHYSICS - 3,MSC PHYSICS
2,2,18,How well did the teachers prepare for the classes?,0,0,0,1,1,4.50 / 90.00,MSC PHYSICS - 3,MSC PHYSICS
3,2,18,How well were the teachers able to communicate?,0,0,0,1,1,4.50 / 90.00,MSC PHYSICS - 3,MSC PHYSICS
4,2,18,The teacher’s approach to teaching can best be described as,0,1,0,0,1,3.50 / 70.00,MSC PHYSICS - 3,MSC PHYSICS
5,2,18,Fairness of the internal evaluation process by the teachers.,0,0,0,1,1,4.50 / 90.00,MSC PHYSICS - 3,MSC PHYSICS
6,2,18,Was your performance in assignments discussed with you?,0,1,0,1,0,3.00 / 60.00,MSC PHYSICS - 3,MSC PHYSICS
7,2,18,"The institute takes an active interest in promoting internships, student exchange, field visit opportunities for students.",0,1,1,0,0,2.50 / 50.00,MSC PHYSICS - 3,MSC PHYSICS
8,2,18,"The teaching and mentoring process in your institution facilitates you in cognitive, social and
emotional growth.",0,1,0,1,0,3.00 / 60.00,MSC PHYSICS - 3,MSC PHYSICS
9,2,18,The institution provides multiple opportunities to learn and grow.,0,0,1,1,0,3.50 / 70.00,MSC PHYSICS - 3,MSC PHYSICS
10,2,18,"Teachers inform you about your expected competencies, course outcomes and program
outcomes.",0,1,0,0,1,3.50 / 70.00,MSC PHYSICS - 3,MSC PHYSICS
11,2,18,Your mentor does a necessary follow-up with an assigned task to you.,0,1,1,0,0,2.50 / 50.00,MSC PHYSICS - 3,MSC PHYSICS
12,2,18,The teachers illustrate the concepts through examples and applications.,0,0,1,0,1,4.00 / 80.00,MSC PHYSICS - 3,MSC PHYSICS
13,2,18,The teachers identify your strengths and encourage you to provide the proper level of challenges.,0,1,0,0,1,3.50 / 70.00,MSC PHYSICS - 3,MSC PHYSICS
14,2,18,Teachers are able to identify your weaknesses and help you to overcome them.,0,1,0,1,0,3.00 / 60.00,MSC PHYSICS - 3,MSC PHYSICS
15,2,18,"The institution makes effort to engage students in the monitoring, review and continuous quality improvement of the teaching-learning process.",0,0,1,1,0,3.50 / 70.00,MSC PHYSICS - 3,MSC PHYSICS
16,2,18,"The institute/ teachers use student-centric methods, such as experiential learning, participative learning and problem-solving methodologies for enhancing learning experiences.",0,1,1,0,0,2.50 / 50.00,MSC PHYSICS - 3,MSC PHYSICS
17,2,18,Teachers encourage you to participate in extracurricular activities.,0,0,1,0,1,4.00 / 80.00,MSC PHYSICS - 3,MSC PHYSICS
18,2,18,"Efforts are made by the institute/ teachers to inculcate soft skills, life skills and employability skills to make you ready for the world of work.",0,0,1,1,0,3.50 / 70.00,MSC PHYSICS - 3,MSC PHYSICS
19,2,18,"What percentage of teachers use ICT tools such as LCD projectors, Multimedia, etc. while teaching?",0,1,0,1,0,3.00 / 60.00,MSC PHYSICS - 3,MSC PHYSICS
20,2,18,The overall quality of the teaching-learning process in your institute is very good.,0,0,1,1,0,3.50 / 70.00,MSC PHYSICS - 3,MSC PHYSICS
1,46,137,How much of the syllabus was covered in the class?,0,3,2,8,33,4.54 / 90.87,S.Y.B.A.F,BACHELOR OF COMMERCE (ACCOUNTING AND FINANCE)
2,46,137,How well did the teachers prepare for the classes?,1,2,3,27,13,4.07 / 81.30,S.Y.B.A.F,BACHELOR OF COMMERCE (ACCOUNTING AND FINANCE)
3,46,137,How well were the teachers able to communicate?,0,0,5,16,25,4.43 / 88.70,S.Y.B.A.F,BACHELOR OF COMMERCE (ACCOUNTING AND FINANCE)
4,46,137,The teacher’s approach to teaching can best be described as,0,1,7,24,14,4.11 / 82.17,S.Y.B.A.F,BACHELOR OF COMMERCE (ACCOUNTING AND FINANCE)
5,46,137,Fairness of the internal evaluation process by the teachers.,1,0,4,17,24,4.37 / 87.39,S.Y.B.A.F,BACHELOR OF COMMERCE (ACCOUNTING AND FINANCE)
6,46,137,Was your performance in assignments discussed with you?,0,2,5,19,20,4.24 / 84.78,S.Y.B.A.F,BACHELOR OF COMMERCE (ACCOUNTING AND FINANCE)
7,46,137,"The institute takes an active interest in promoting internships, student exchange, field visit opportunities for students.",2,3,8,12,21,4.02 / 80.43,S.Y.B.A.F,BACHELOR OF COMMERCE (ACCOUNTING AND FINANCE)
8,46,137,"The teaching and mentoring process in your institution facilitates you in cognitive, social and
emotional growth.",0,2,9,21,14,4.02 / 80.43,S.Y.B.A.F,BACHELOR OF COMMERCE (ACCOUNTING AND FINANCE)
9,46,137,The institution provides multiple opportunities to learn and grow.,0,2,2,24,18,4.26 / 85.22,S.Y.B.A.F,BACHELOR OF COMMERCE (ACCOUNTING AND FINANCE)
10,46,137,"Teachers inform you about your expected competencies, course outcomes and program
outcomes.",1,1,3,24,17,4.20 / 83.91,S.Y.B.A.F,BACHELOR OF COMMERCE (ACCOUNTING AND FINANCE)
11,46,137,Your mentor does a necessary follow-up with an assigned task to you.,0,1,2,30,13,4.20 / 83.91,S.Y.B.A.F,BACHELOR OF COMMERCE (ACCOUNTING AND FINANCE)
12,46,137,The teachers illustrate the concepts through examples and applications.,0,2,4,19,21,4.28 / 85.65,S.Y.B.A.F,BACHELOR OF COMMERCE (ACCOUNTING AND FINANCE)
13,46,137,The teachers identify your strengths and encourage you to provide the proper level of challenges.,1,2,6,18,19,4.13 / 82.61,S.Y.B.A.F,BACHELOR OF COMMERCE (ACCOUNTING AND FINANCE)
14,46,137,Teachers are able to identify your weaknesses and help you to overcome them.,1,7,6,16,16,3.85 / 76.96,S.Y.B.A.F,BACHELOR OF COMMERCE (ACCOUNTING AND FINANCE)
15,46,137,"The institution makes effort to engage students in the monitoring, review and continuous quality improvement of the teaching-learning process.",1,2,3,27,13,4.07 / 81.30,S.Y.B.A.F,BACHELOR OF COMMERCE (ACCOUNTING AND FINANCE)
16,46,137,"The institute/ teachers use student-centric methods, such as experiential learning, participative learning and problem-solving methodologies for enhancing learning experiences.",0,5,5,19,17,4.04 / 80.87,S.Y.B.A.F,BACHELOR OF COMMERCE (ACCOUNTING AND FINANCE)
17,46,137,Teachers encourage you to participate in extracurricular activities.,1,1,3,19,22,4.30 / 86.09,S.Y.B.A.F,BACHELOR OF COMMERCE (ACCOUNTING AND FINANCE)
18,46,137,"Efforts are made by the institute/ teachers to inculcate soft skills, life skills and employability skills to make you ready for the world of work.",1,3,1,25,16,4.13 / 82.61,S.Y.B.A.F,BACHELOR OF COMMERCE (ACCOUNTING AND FINANCE)
19,46,137,"What percentage of teachers use ICT tools such as LCD projectors, Multimedia, etc. while teaching?",10,2,10,13,11,3.28 / 65.65,S.Y.B.A.F,BACHELOR OF COMMERCE (ACCOUNTING AND FINANCE)
20,46,137,The overall quality of the teaching-learning process in your institute is very good.,2,1,6,18,19,4.11 / 82.17,S.Y.B.A.F,BACHELOR OF COMMERCE (ACCOUNTING AND FINANCE)
1,37,559,How much of the syllabus was covered in the class?,0,3,12,14,8,3.73 / 74.59,SYBCOM,BACHELOR OF COMMERCE
2,37,559,How well did the teachers prepare for the classes?,1,3,5,20,8,3.84 / 76.76,SYBCOM,BACHELOR OF COMMERCE
3,37,559,How well were the teachers able to communicate?,2,1,5,13,16,4.08 / 81.62,SYBCOM,BACHELOR OF COMMERCE
4,37,559,The teacher’s approach to teaching can best be described as,0,2,16,13,6,3.62 / 72.43,SYBCOM,BACHELOR OF COMMERCE
5,37,559,Fairness of the internal evaluation process by the teachers.,1,4,4,14,14,3.97 / 79.46,SYBCOM,BACHELOR OF COMMERCE
6,37,559,Was your performance in assignments discussed with you?,2,6,5,9,15,3.78 / 75.68,SYBCOM,BACHELOR OF COMMERCE
7,37,559,"The institute takes an active interest in promoting internships, student exchange, field visit opportunities for students.",1,4,13,6,13,3.70 / 74.05,SYBCOM,BACHELOR OF COMMERCE
8,37,559,"The teaching and mentoring process in your institution facilitates you in cognitive, social and
emotional growth.",2,4,7,17,7,3.62 / 72.43,SYBCOM,BACHELOR OF COMMERCE
9,37,559,The institution provides multiple opportunities to learn and grow.,0,4,12,15,6,3.62 / 72.43,SYBCOM,BACHELOR OF COMMERCE
10,37,559,"Teachers inform you about your expected competencies, course outcomes and program
outcomes.",3,3,2,13,16,3.97 / 79.46,SYBCOM,BACHELOR OF COMMERCE
11,37,559,Your mentor does a necessary follow-up with an assigned task to you.,3,4,6,10,14,3.76 / 75.14,SYBCOM,BACHELOR OF COMMERCE
12,37,559,The teachers illustrate the concepts through examples and applications.,2,7,4,10,14,3.73 / 74.59,SYBCOM,BACHELOR OF COMMERCE
13,37,559,The teachers identify your strengths and encourage you to provide the proper level of challenges.,1,3,8,12,13,3.89 / 77.84,SYBCOM,BACHELOR OF COMMERCE
14,37,559,Teachers are able to identify your weaknesses and help you to overcome them.,2,6,7,11,11,3.62 / 72.43,SYBCOM,BACHELOR OF COMMERCE
15,37,559,"The institution makes effort to engage students in the monitoring, review and continuous quality improvement of the teaching-learning process.",2,5,7,14,9,3.62 / 72.43,SYBCOM,BACHELOR OF COMMERCE
16,37,559,"The institute/ teachers use student-centric methods, such as experiential learning, participative learning and problem-solving methodologies for enhancing learning experiences.",1,7,5,16,8,3.62 / 72.43,SYBCOM,BACHELOR OF COMMERCE
17,37,559,Teachers encourage you to participate in extracurricular activities.,1,4,8,15,9,3.73 / 74.59,SYBCOM,BACHELOR OF COMMERCE
18,37,559,"Efforts are made by the institute/ teachers to inculcate soft skills, life skills and employability skills to make you ready for the world of work.",4,6,3,14,10,3.54 / 70.81,SYBCOM,BACHELOR OF COMMERCE
19,37,559,"What percentage of teachers use ICT tools such as LCD projectors, Multimedia, etc. while teaching?",9,8,9,7,4,2.70 / 54.05,SYBCOM,BACHELOR OF COMMERCE
20,37,559,The overall quality of the teaching-learning process in your institute is very good.,1,2,8,16,10,3.86 / 77.30,SYBCOM,BACHELOR OF COMMERCE
1,7,123,How much of the syllabus was covered in the class?,0,0,1,4,2,4.14 / 82.86,SYBMS ,BACHELOR OF MANAGEMENT STUDIES
2,7,123,How well did the teachers prepare for the classes?,0,0,0,3,4,4.57 / 91.43,SYBMS ,BACHELOR OF MANAGEMENT STUDIES
3,7,123,How well were the teachers able to communicate?,0,0,2,2,3,4.14 / 82.86,SYBMS ,BACHELOR OF MANAGEMENT STUDIES
4,7,123,The teacher’s approach to teaching can best be described as,0,0,1,3,3,4.29 / 85.71,SYBMS ,BACHELOR OF MANAGEMENT STUDIES
5,7,123,Fairness of the internal evaluation process by the teachers.,0,0,1,2,4,4.43 / 88.57,SYBMS ,BACHELOR OF MANAGEMENT STUDIES
6,7,123,Was your performance in assignments discussed with you?,0,0,1,1,5,4.57 / 91.43,SYBMS ,BACHELOR OF MANAGEMENT STUDIES
7,7,123,"The institute takes an active interest in promoting internships, student exchange, field visit opportunities for students.",0,0,1,3,3,4.29 / 85.71,SYBMS ,BACHELOR OF MANAGEMENT STUDIES
8,7,123,"The teaching and mentoring process in your institution facilitates you in cognitive, social and
emotional growth.",0,0,1,4,2,4.14 / 82.86,SYBMS ,BACHELOR OF MANAGEMENT STUDIES
9,7,123,The institution provides multiple opportunities to learn and grow.,0,0,1,2,4,4.43 / 88.57,SYBMS ,BACHELOR OF MANAGEMENT STUDIES
10,7,123,"Teachers inform you about your expected competencies, course outcomes and program
outcomes.",0,0,1,2,4,4.43 / 88.57,SYBMS ,BACHELOR OF MANAGEMENT STUDIES
11,7,123,Your mentor does a necessary follow-up with an assigned task to you.,0,0,0,2,5,4.71 / 94.29,SYBMS ,BACHELOR OF MANAGEMENT STUDIES
12,7,123,The teachers illustrate the concepts through examples and applications.,0,0,1,2,4,4.43 / 88.57,SYBMS ,BACHELOR OF MANAGEMENT STUDIES
13,7,123,The teachers identify your strengths and encourage you to provide the proper level of challenges.,0,0,0,4,3,4.43 / 88.57,SYBMS ,BACHELOR OF MANAGEMENT STUDIES
14,7,123,Teachers are able to identify your weaknesses and help you to overcome them.,0,0,0,3,4,4.57 / 91.43,SYBMS ,BACHELOR OF MANAGEMENT STUDIES
15,7,123,"The institution makes effort to engage students in the monitoring, review and continuous quality improvement of the teaching-learning process.",0,0,0,4,3,4.43 / 88.57,SYBMS ,BACHELOR OF MANAGEMENT STUDIES
16,7,123,"The institute/ teachers use student-centric methods, such as experiential learning, participative learning and problem-solving methodologies for enhancing learning experiences.",0,0,1,2,4,4.43 / 88.57,SYBMS ,BACHELOR OF MANAGEMENT STUDIES
17,7,123,Teachers encourage you to participate in extracurricular activities.,1,0,0,3,3,4.00 / 80.00,SYBMS ,BACHELOR OF MANAGEMENT STUDIES
18,7,123,"Efforts are made by the institute/ teachers to inculcate soft skills, life skills and employability skills to make you ready for the world of work.",0,0,0,3,4,4.57 / 91.43,SYBMS ,BACHELOR OF MANAGEMENT STUDIES
19,7,123,"What percentage of teachers use ICT tools such as LCD projectors, Multimedia, etc. while teaching?",0,1,0,6,0,3.71 / 74.29,SYBMS ,BACHELOR OF MANAGEMENT STUDIES
20,7,123,The overall quality of the teaching-learning process in your institute is very good.,0,0,0,4,3,4.43 / 88.57,SYBMS ,BACHELOR OF MANAGEMENT STUDIES
1,7,159,How much of the syllabus was covered in the class?,0,1,3,1,2,3.57 / 71.43,SYBSC,BACHELOR OF SCIENCE
2,7,159,How well did the teachers prepare for the classes?,0,0,3,3,1,3.71 / 74.29,SYBSC,BACHELOR OF SCIENCE
3,7,159,How well were the teachers able to communicate?,0,2,2,2,1,3.29 / 65.71,SYBSC,BACHELOR OF SCIENCE
4,7,159,The teacher’s approach to teaching can best be described as,0,2,4,1,0,2.86 / 57.14,SYBSC,BACHELOR OF SCIENCE
5,7,159,Fairness of the internal evaluation process by the teachers.,0,3,1,1,2,3.29 / 65.71,SYBSC,BACHELOR OF SCIENCE
6,7,159,Was your performance in assignments discussed with you?,1,2,2,2,0,2.71 / 54.29,SYBSC,BACHELOR OF SCIENCE
7,7,159,"The institute takes an active interest in promoting internships, student exchange, field visit opportunities for students.",0,3,0,2,2,3.43 / 68.57,SYBSC,BACHELOR OF SCIENCE
8,7,159,"The teaching and mentoring process in your institution facilitates you in cognitive, social and
emotional growth.",0,2,3,2,0,3.00 / 60.00,SYBSC,BACHELOR OF SCIENCE
9,7,159,The institution provides multiple opportunities to learn and grow.,0,2,2,3,0,3.14 / 62.86,SYBSC,BACHELOR OF SCIENCE
10,7,159,"Teachers inform you about your expected competencies, course outcomes and program
outcomes.",0,3,2,1,1,3.00 / 60.00,SYBSC,BACHELOR OF SCIENCE
11,7,159,Your mentor does a necessary follow-up with an assigned task to you.,0,1,4,0,2,3.43 / 68.57,SYBSC,BACHELOR OF SCIENCE
12,7,159,The teachers illustrate the concepts through examples and applications.,0,3,1,1,2,3.29 / 65.71,SYBSC,BACHELOR OF SCIENCE
13,7,159,The teachers identify your strengths and encourage you to provide the proper level of challenges.,2,1,1,2,1,2.86 / 57.14,SYBSC,BACHELOR OF SCIENCE
14,7,159,Teachers are able to identify your weaknesses and help you to overcome them.,1,1,2,2,1,3.14 / 62.86,SYBSC,BACHELOR OF SCIENCE
15,7,159,"The institution makes effort to engage students in the monitoring, review and continuous quality improvement of the teaching-learning process.",0,0,6,1,0,3.14 / 62.86,SYBSC,BACHELOR OF SCIENCE
16,7,159,"The institute/ teachers use student-centric methods, such as experiential learning, participative learning and problem-solving methodologies for enhancing learning experiences.",0,3,1,2,1,3.14 / 62.86,SYBSC,BACHELOR OF SCIENCE
17,7,159,Teachers encourage you to participate in extracurricular activities.,0,0,4,1,2,3.71 / 74.29,SYBSC,BACHELOR OF SCIENCE
18,7,159,"Efforts are made by the institute/ teachers to inculcate soft skills, life skills and employability skills to make you ready for the world of work.",0,2,2,2,1,3.29 / 65.71,SYBSC,BACHELOR OF SCIENCE
19,7,159,"What percentage of teachers use ICT tools such as LCD projectors, Multimedia, etc. while teaching?",1,0,4,2,0,3.00 / 60.00,SYBSC,BACHELOR OF SCIENCE
20,7,159,The overall quality of the teaching-learning process in your institute is very good.,0,1,3,2,1,3.43 / 68.57,SYBSC,BACHELOR OF SCIENCE
